Entity,Code,Year,Percentage
Austria,AUT,2005,11.114
Austria,AUT,2006,11.232
Austria,AUT,2007,11.117
Austria,AUT,2008,10.768
Austria,AUT,2009,8.397
Austria,AUT,2010,9.55
Austria,AUT,2011,10.473
Austria,AUT,2012,9.276
Austria,AUT,2013,9.496
Austria,AUT,2014,9.076
Austria,AUT,2015,9.794
Austria,AUT,2016,8.793
Austria,AUT,2017,8.9
Austria,AUT,2018,8.32
Austria,AUT,2019,8.39
Azerbaijan,AZE,1985,0.456
Azerbaijan,AZE,1986,0.424
Azerbaijan,AZE,1987,0.437
Azerbaijan,AZE,1988,0.437
Azerbaijan,AZE,1989,0.429
Azerbaijan,AZE,1990,0.398
Azerbaijan,AZE,1991,0.312
Azerbaijan,AZE,1992,0.065
Azerbaijan,AZE,1993,0.019
Azerbaijan,AZE,1994,0.027
Azerbaijan,AZE,1995,0.022
Azerbaijan,AZE,1996,0.027
Azerbaijan,AZE,1997,0.028
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.028
Azerbaijan,AZE,2002,0.019
Azerbaijan,AZE,2003,0.026
Azerbaijan,AZE,2004,0.007
Azerbaijan,AZE,2005,0.023
Azerbaijan,AZE,2006,0.023
Azerbaijan,AZE,2007,0.039
Azerbaijan,AZE,2008,0.029
Azerbaijan,AZE,2009,0.033
Azerbaijan,AZE,2010,0.05
Azerbaijan,AZE,2011,0.04
Azerbaijan,AZE,2012,0.029
Azerbaijan,AZE,2013,0.023
Azerbaijan,AZE,2014,0.014
Azerbaijan,AZE,2015,0.021
Azerbaijan,AZE,2016,0.008
Azerbaijan,AZE,2017,0.009
Azerbaijan,AZE,2018,0.008
Azerbaijan,AZE,2019,0.008
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,6.841
Bangladesh,BGD,1973,7.198
Bangladesh,BGD,1974,6.192
Bangladesh,BGD,1975,6.313
Bangladesh,BGD,1976,5.437
Bangladesh,BGD,1977,5.532
Bangladesh,BGD,1978,4.974
Bangladesh,BGD,1979,3.341
Bangladesh,BGD,1980,3.96
Bangladesh,BGD,1981,4.043
Bangladesh,BGD,1982,4.436
Bangladesh,BGD,1983,2.54
Bangladesh,BGD,1984,0.941
Bangladesh,BGD,1985,1.183
Bangladesh,BGD,1986,1.64
Bangladesh,BGD,1987,2.339
Bangladesh,BGD,1988,2.164
Bangladesh,BGD,1989,2.092
Bangladesh,BGD,1990,4.441
Bangladesh,BGD,1991,1.472
Bangladesh,BGD,1992,1.266
Bangladesh,BGD,1993,0.429
Bangladesh,BGD,1994,0.379
Bangladesh,BGD,1995,3.486
Bangladesh,BGD,1996,1.826
Bangladesh,BGD,1997,3.189
Bangladesh,BGD,1998,0.862
Bangladesh,BGD,1999,0.422
Bangladesh,BGD,2000,2.821
Bangladesh,BGD,2001,2.618
Bangladesh,BGD,2002,2.649
Bangladesh,BGD,2003,2.39
Bangladesh,BGD,2004,2.314
Bangladesh,BGD,2005,4.402
Bangladesh,BGD,2006,6.173
Bangladesh,BGD,2007,4.922
Bangladesh,BGD,2008,4.897
Bangladesh,BGD,2009,5.566
Bangladesh,BGD,2010,3.465
Bangladesh,BGD,2011,4.746
Bangladesh,BGD,2012,3.658
Bangladesh,BGD,2013,4.915
Bangladesh,BGD,2014,2.976
Bangladesh,BGD,2015,8.429
Bangladesh,BGD,2016,6.152
Bangladesh,BGD,2017,6.43
Bangladesh,BGD,2018,6.905
Bangladesh,BGD,2019,8.209
Belarus,BLR,1985,6.154
Belarus,BLR,1986,5.897
Belarus,BLR,1987,5.652
Belarus,BLR,1988,5.969
Belarus,BLR,1989,6.059
Belarus,BLR,1990,5.558
Belarus,BLR,1991,5.338
Belarus,BLR,1992,4.699
Belarus,BLR,1993,5.039
Belarus,BLR,1994,4.236
Belarus,BLR,1995,4.394
Belarus,BLR,1996,5.201
Belarus,BLR,1997,5.426
Belarus,BLR,1998,4.921
Belarus,BLR,1999,4.69
Belarus,BLR,2000,4.531
Belarus,BLR,2001,3.337
Belarus,BLR,2002,3.057
Belarus,BLR,2003,2.89
Belarus,BLR,2004,2.514
Belarus,BLR,2005,2.786
Belarus,BLR,2006,2.348
Belarus,BLR,2007,2.719
Belarus,BLR,2008,2.506
Belarus,BLR,2009,2.518
Belarus,BLR,2010,2.481
Belarus,BLR,2011,2.997
Belarus,BLR,2012,2.829
Belarus,BLR,2013,3.405
Belarus,BLR,2014,3.272
Belarus,BLR,2015,3.202
Belarus,BLR,2016,3.537
Belarus,BLR,2017,3.585
Belarus,BLR,2018,3.531
Belarus,BLR,2019,3.734
Belgium,BEL,1965,53.994
Belgium,BEL,1966,51.123
Belgium,BEL,1967,47.796
Belgium,BEL,1968,44.28
Belgium,BEL,1969,39.295
Belgium,BEL,1970,35.055
Belgium,BEL,1971,29.589
Belgium,BEL,1972,26.583
Belgium,BEL,1973,22.013
Belgium,BEL,1974,24.382
Belgium,BEL,1975,19.376
Belgium,BEL,1976,19.037
Belgium,BEL,1977,19.281
Belgium,BEL,1978,18.916
Belgium,BEL,1979,20.481
Belgium,BEL,1980,21.571
Belgium,BEL,1981,23.503
Belgium,BEL,1982,24.615
Belgium,BEL,1983,21.698
Belgium,BEL,1984,24.085
Belgium,BEL,1985,23.021
Belgium,BEL,1986,19.045
Belgium,BEL,1987,18.4
Belgium,BEL,1988,18.232
Belgium,BEL,1989,19.01
Belgium,BEL,1990,19.708
Belgium,BEL,1991,18.223
Belgium,BEL,1992,16.369
Belgium,BEL,1993,15.757
Belgium,BEL,1994,16.044
Belgium,BEL,1995,15.191
Belgium,BEL,1996,13.675
Belgium,BEL,1997,12.65
Belgium,BEL,1998,12.335
Belgium,BEL,1999,10.898
Belgium,BEL,2000,11.79
Belgium,BEL,2001,11.323
Belgium,BEL,2002,9.746
Belgium,BEL,2003,9.085
Belgium,BEL,2004,8.421
Belgium,BEL,2005,7.828
Belgium,BEL,2006,7.708
Belgium,BEL,2007,7.002
Belgium,BEL,2008,6.798
Belgium,BEL,2009,4.687
Belgium,BEL,2010,5.589
Belgium,BEL,2011,5.645
Belgium,BEL,2012,5.533
Belgium,BEL,2013,5.713
Belgium,BEL,2014,5.85
Belgium,BEL,2015,5.798
Belgium,BEL,2016,5.102
Belgium,BEL,2017,4.94
Belgium,BEL,2018,5.029
Belgium,BEL,2019,4.701
Brazil,BRA,1965,7.493
Brazil,BRA,1966,7.442
Brazil,BRA,1967,7.425
Brazil,BRA,1968,6.39
Brazil,BRA,1969,6.532
Brazil,BRA,1970,6.435
Brazil,BRA,1971,5.923
Brazil,BRA,1972,5.412
Brazil,BRA,1973,4.461
Brazil,BRA,1974,4.332
Brazil,BRA,1975,4.874
Brazil,BRA,1976,4.737
Brazil,BRA,1977,5.622
Brazil,BRA,1978,5.865
Brazil,BRA,1979,5.884
Brazil,BRA,1980,6.291
Brazil,BRA,1981,6.314
Brazil,BRA,1982,6.359
Brazil,BRA,1983,7.012
Brazil,BRA,1984,8.065
Brazil,BRA,1985,8.954
Brazil,BRA,1986,8.502
Brazil,BRA,1987,8.644
Brazil,BRA,1988,8.509
Brazil,BRA,1989,8.276
Brazil,BRA,1990,7.497
Brazil,BRA,1991,8.277
Brazil,BRA,1992,7.674
Brazil,BRA,1993,7.568
Brazil,BRA,1994,7.392
Brazil,BRA,1995,7.383
Brazil,BRA,1996,7.215
Brazil,BRA,1997,6.866
Brazil,BRA,1998,6.489
Brazil,BRA,1999,6.455
Brazil,BRA,2000,6.768
Brazil,BRA,2001,6.794
Brazil,BRA,2002,6.424
Brazil,BRA,2003,6.549
Brazil,BRA,2004,6.547
Brazil,BRA,2005,6.14
Brazil,BRA,2006,5.907
Brazil,BRA,2007,5.899
Brazil,BRA,2008,5.731
Brazil,BRA,2009,4.661
Brazil,BRA,2010,5.514
Brazil,BRA,2011,5.633
Brazil,BRA,2012,5.476
Brazil,BRA,2013,5.687
Brazil,BRA,2014,5.915
Brazil,BRA,2015,6.032
Brazil,BRA,2016,5.592
Brazil,BRA,2017,5.827
Brazil,BRA,2018,5.739
Brazil,BRA,2019,5.289
Bulgaria,BGR,1965,58.322
Bulgaria,BGR,1966,56.088
Bulgaria,BGR,1967,52.413
Bulgaria,BGR,1968,50.886
Bulgaria,BGR,1969,45.916
Bulgaria,BGR,1970,44.639
Bulgaria,BGR,1971,42.312
Bulgaria,BGR,1972,42.377
Bulgaria,BGR,1973,41.113
Bulgaria,BGR,1974,39.234
Bulgaria,BGR,1975,37.229
Bulgaria,BGR,1976,32.788
Bulgaria,BGR,1977,31
Bulgaria,BGR,1978,31.906
Bulgaria,BGR,1979,31.702
Bulgaria,BGR,1980,31.499
Bulgaria,BGR,1981,32.481
Bulgaria,BGR,1982,33.307
Bulgaria,BGR,1983,32.969
Bulgaria,BGR,1984,33.214
Bulgaria,BGR,1985,34.915
Bulgaria,BGR,1986,35.176
Bulgaria,BGR,1987,34.88
Bulgaria,BGR,1988,31.772
Bulgaria,BGR,1989,32.706
Bulgaria,BGR,1990,29.759
Bulgaria,BGR,1991,32.757
Bulgaria,BGR,1992,36.7
Bulgaria,BGR,1993,37.175
Bulgaria,BGR,1994,35.364
Bulgaria,BGR,1995,32.949
Bulgaria,BGR,1996,32.82
Bulgaria,BGR,1997,39.625
Bulgaria,BGR,1998,39.278
Bulgaria,BGR,1999,36.955
Bulgaria,BGR,2000,33.928
Bulgaria,BGR,2001,37.099
Bulgaria,BGR,2002,35.159
Bulgaria,BGR,2003,38.222
Bulgaria,BGR,2004,37.695
Bulgaria,BGR,2005,34.161
Bulgaria,BGR,2006,33.865
Bulgaria,BGR,2007,39.33
Bulgaria,BGR,2008,38.104
Bulgaria,BGR,2009,36.55
Bulgaria,BGR,2010,38.126
Bulgaria,BGR,2011,42.151
Bulgaria,BGR,2012,37.894
Bulgaria,BGR,2013,35.221
Bulgaria,BGR,2014,35.36
Bulgaria,BGR,2015,34.298
Bulgaria,BGR,2016,31.468
Bulgaria,BGR,2017,33.01
Bulgaria,BGR,2018,29.565
Bulgaria,BGR,2019,27.913
Canada,CAN,1965,13.158
Canada,CAN,1966,12.125
Canada,CAN,1967,11.484
Canada,CAN,1968,11.716
Canada,CAN,1969,10.671
Canada,CAN,1970,10.699
Canada,CAN,1971,9.86
Canada,CAN,1972,8.65
Canada,CAN,1973,8.332
Canada,CAN,1974,8.213
Canada,CAN,1975,8.134
Canada,CAN,1976,9.078
Canada,CAN,1977,10.956
Canada,CAN,1978,8.891
Canada,CAN,1979,8.173
Canada,CAN,1980,9.754
Canada,CAN,1981,10.075
Canada,CAN,1982,11.019
Canada,CAN,1983,11.608
Canada,CAN,1984,12.141
Canada,CAN,1985,11.31
Canada,CAN,1986,10.456
Canada,CAN,1987,10.864
Canada,CAN,1988,11.209
Canada,CAN,1989,11.075
Canada,CAN,1990,10.699
Canada,CAN,1991,10.336
Canada,CAN,1992,10.273
Canada,CAN,1993,8.922
Canada,CAN,1994,9.122
Canada,CAN,1995,9.336
Canada,CAN,1996,9.274
Canada,CAN,1997,9.621
Canada,CAN,1998,10.433
Canada,CAN,1999,9.723
Canada,CAN,2000,9.999
Canada,CAN,2001,10.652
Canada,CAN,2002,10.398
Canada,CAN,2003,10.331
Canada,CAN,2004,9.593
Canada,CAN,2005,9.513
Canada,CAN,2006,9.353
Canada,CAN,2007,9.382
Canada,CAN,2008,9.143
Canada,CAN,2009,7.721
Canada,CAN,2010,7.972
Canada,CAN,2011,6.826
Canada,CAN,2012,6.553
Canada,CAN,2013,6.264
Canada,CAN,2014,5.857
Canada,CAN,2015,5.95
Canada,CAN,2016,5.612
Canada,CAN,2017,5.524
Canada,CAN,2018,4.534
Canada,CAN,2019,3.93
Chile,CHL,1965,18.736
Chile,CHL,1966,18
Chile,CHL,1967,17.656
Chile,CHL,1968,17.699
Chile,CHL,1969,16.434
Chile,CHL,1970,16.648
Chile,CHL,1971,14.872
Chile,CHL,1972,11.905
Chile,CHL,1973,13.443
Chile,CHL,1974,12.882
Chile,CHL,1975,11.427
Chile,CHL,1976,10.972
Chile,CHL,1977,11.388
Chile,CHL,1978,10.486
Chile,CHL,1979,11.228
Chile,CHL,1980,12.008
Chile,CHL,1981,11.681
Chile,CHL,1982,8.506
Chile,CHL,1983,9.925
Chile,CHL,1984,12.793
Chile,CHL,1985,12.627
Chile,CHL,1986,11.478
Chile,CHL,1987,11.274
Chile,CHL,1988,14.073
Chile,CHL,1989,17.236
Chile,CHL,1990,19.711
Chile,CHL,1991,14.453
Chile,CHL,1992,11.297
Chile,CHL,1993,10.778
Chile,CHL,1994,12.095
Chile,CHL,1995,12.099
Chile,CHL,1996,15.8
Chile,CHL,1997,17.981
Chile,CHL,1998,16.845
Chile,CHL,1999,16.668
Chile,CHL,2000,12.183
Chile,CHL,2001,9.494
Chile,CHL,2002,9.246
Chile,CHL,2003,8.892
Chile,CHL,2004,9.801
Chile,CHL,2005,9.243
Chile,CHL,2006,10.807
Chile,CHL,2007,12.555
Chile,CHL,2008,13.545
Chile,CHL,2009,12.644
Chile,CHL,2010,14.153
Chile,CHL,2011,16.696
Chile,CHL,2012,19.042
Chile,CHL,2013,21.195
Chile,CHL,2014,21.799
Chile,CHL,2015,20.478
Chile,CHL,2016,19.795
Chile,CHL,2017,20.438
Chile,CHL,2018,18.765
Chile,CHL,2019,17.184
China,CHN,1965,86.847
China,CHN,1966,85.482
China,CHN,1967,84.492
China,CHN,1968,83.031
China,CHN,1969,82.379
China,CHN,1970,81.855
China,CHN,1971,79.605
China,CHN,1972,78.094
China,CHN,1973,74.954
China,CHN,1974,71.923
China,CHN,1975,72.379
China,CHN,1976,70.422
China,CHN,1977,71.037
China,CHN,1978,71.129
China,CHN,1979,71.439
China,CHN,1980,72.875
China,CHN,1981,73.475
China,CHN,1982,74.457
China,CHN,1983,74.925
China,CHN,1984,75.943
China,CHN,1985,76.658
China,CHN,1986,76.466
China,CHN,1987,76.932
China,CHN,1988,76.942
China,CHN,1989,76.828
China,CHN,1990,76.946
China,CHN,1991,76.81
China,CHN,1992,76.319
China,CHN,1993,75.5
China,CHN,1994,75.801
China,CHN,1995,74.458
China,CHN,1996,74.051
China,CHN,1997,72.136
China,CHN,1998,71.491
China,CHN,1999,71.064
China,CHN,2000,69.632
China,CHN,2001,69.329
China,CHN,2002,69.778
China,CHN,2003,71.418
China,CHN,2004,71.168
China,CHN,2005,73.356
China,CHN,2006,73.487
China,CHN,2007,73.624
China,CHN,2008,72.104
China,CHN,2009,72.373
China,CHN,2010,70.217
China,CHN,2011,70.828
China,CHN,2012,68.959
China,CHN,2013,67.923
China,CHN,2014,65.887
China,CHN,2015,63.914
China,CHN,2016,62.302
China,CHN,2017,60.595
China,CHN,2018,58.798
China,CHN,2019,57.64
Colombia,COL,1965,26.538
Colombia,COL,1966,24.355
Colombia,COL,1967,25.104
Colombia,COL,1968,21.705
Colombia,COL,1969,22.778
Colombia,COL,1970,21.792
Colombia,COL,1971,17.243
Colombia,COL,1972,15.949
Colombia,COL,1973,16.266
Colombia,COL,1974,17.553
Colombia,COL,1975,17.482
Colombia,COL,1976,16.414
Colombia,COL,1977,16.453
Colombia,COL,1978,15.546
Colombia,COL,1979,14.762
Colombia,COL,1980,15.221
Colombia,COL,1981,15.148
Colombia,COL,1982,15.084
Colombia,COL,1983,15.818
Colombia,COL,1984,16.041
Colombia,COL,1985,15.914
Colombia,COL,1986,15.218
Colombia,COL,1987,17.598
Colombia,COL,1988,14.028
Colombia,COL,1989,15.447
Colombia,COL,1990,7.531
Colombia,COL,1991,9.119
Colombia,COL,1992,14.583
Colombia,COL,1993,13.888
Colombia,COL,1994,14.805
Colombia,COL,1995,13.046
Colombia,COL,1996,9.861
Colombia,COL,1997,11.347
Colombia,COL,1998,10.729
Colombia,COL,1999,9.263
Colombia,COL,2000,10.209
Colombia,COL,2001,10.217
Colombia,COL,2002,8.434
Colombia,COL,2003,9.032
Colombia,COL,2004,7.766
Colombia,COL,2005,4.884
Colombia,COL,2006,12.409
Colombia,COL,2007,10.888
Colombia,COL,2008,13.337
Colombia,COL,2009,12.861
Colombia,COL,2010,14.143
Colombia,COL,2011,10.95
Colombia,COL,2012,12.334
Colombia,COL,2013,13.086
Colombia,COL,2014,13.148
Colombia,COL,2015,12.15
Colombia,COL,2016,12.661
Colombia,COL,2017,9.479
Colombia,COL,2018,8.533
Colombia,COL,2019,13.393
Croatia,HRV,1990,9.425
Croatia,HRV,1991,6.313
Croatia,HRV,1992,5.828
Croatia,HRV,1993,4.748
Croatia,HRV,1994,2.947
Croatia,HRV,1995,2.341
Croatia,HRV,1996,1.793
Croatia,HRV,1997,3.065
Croatia,HRV,1998,2.77
Croatia,HRV,1999,2.38
Croatia,HRV,2000,5.263
Croatia,HRV,2001,5.576
Croatia,HRV,2002,6.754
Croatia,HRV,2003,7.171
Croatia,HRV,2004,7.347
Croatia,HRV,2005,7.358
Croatia,HRV,2006,6.911
Croatia,HRV,2007,7.445
Croatia,HRV,2008,7.717
Croatia,HRV,2009,5.6
Croatia,HRV,2010,7.442
Croatia,HRV,2011,8.737
Croatia,HRV,2012,8.456
Croatia,HRV,2013,8.311
Croatia,HRV,2014,7.976
Croatia,HRV,2015,7.857
Croatia,HRV,2016,8.127
Croatia,HRV,2017,4.888
Croatia,HRV,2018,4.346
Croatia,HRV,2019,5.313
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,7.973
Cyprus,CYP,1986,4.687
Cyprus,CYP,1987,8.143
Cyprus,CYP,1988,4.758
Cyprus,CYP,1989,4.128
Cyprus,CYP,1990,3.681
Cyprus,CYP,1991,2.682
Cyprus,CYP,1992,4.234
Cyprus,CYP,1993,3.436
Cyprus,CYP,1994,4.704
Cyprus,CYP,1995,4.932
Cyprus,CYP,1996,4.542
Cyprus,CYP,1997,3.419
Cyprus,CYP,1998,0.593
Cyprus,CYP,1999,0.966
Cyprus,CYP,2000,1.384
Cyprus,CYP,2001,2.014
Cyprus,CYP,2002,1.695
Cyprus,CYP,2003,1.595
Cyprus,CYP,2004,1.639
Cyprus,CYP,2005,1.462
Cyprus,CYP,2006,1.02
Cyprus,CYP,2007,0.911
Cyprus,CYP,2008,0.727
Cyprus,CYP,2009,0.395
Cyprus,CYP,2010,0.501
Cyprus,CYP,2011,0.238
Cyprus,CYP,2012,0.009
Cyprus,CYP,2013,0.01
Cyprus,CYP,2014,0.091
Cyprus,CYP,2015,0.133
Cyprus,CYP,2016,0.016
Cyprus,CYP,2017,0.107
Cyprus,CYP,2018,0.489
Cyprus,CYP,2019,0.6
Czechia,CZE,1965,87.716
Czechia,CZE,1966,86.803
Czechia,CZE,1967,85.265
Czechia,CZE,1968,84.614
Czechia,CZE,1969,84.344
Czechia,CZE,1970,81.941
Czechia,CZE,1971,81.219
Czechia,CZE,1972,79.61
Czechia,CZE,1973,77.433
Czechia,CZE,1974,76.345
Czechia,CZE,1975,74.913
Czechia,CZE,1976,74.294
Czechia,CZE,1977,73.493
Czechia,CZE,1978,72.758
Czechia,CZE,1979,72.027
Czechia,CZE,1980,72.079
Czechia,CZE,1981,72.317
Czechia,CZE,1982,73.734
Czechia,CZE,1983,73.204
Czechia,CZE,1984,72.177
Czechia,CZE,1985,70.489
Czechia,CZE,1986,69.424
Czechia,CZE,1987,67.11
Czechia,CZE,1988,67.6
Czechia,CZE,1989,67.051
Czechia,CZE,1990,63.385
Czechia,CZE,1991,63.801
Czechia,CZE,1992,61.395
Czechia,CZE,1993,60.222
Czechia,CZE,1994,58.556
